Type,Sales per customer,Delivery Status,Category Name,Customer Segment,Customer State,Customer Zipcode,Department Name,Latitude,Longitude,Order Country,Order Customer Id,order date (DateOrders),Order Item Quantity,Sales,Order Item Total,Order Region,Order Status,Product Card Id,Product Name,Product Price,shipping date (DateOrders),Shipping Mode
DEBIT,189.9499969,Advance shipping,Shop By Sport,Consumer,CA,91801,Golf,34.10591126,-118.1196442,Francia,1622,08/10/15 21:35,5,199.9499969,189.9499969,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8/13/2015 21:35,Standard Class
DEBIT,237.5,Late delivery,Women's Apparel,Consumer,MI,48212,Golf,42.39984894,-83.05892944,Países Bajos,8860,8/27/2017 6:31,5,250,237.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,09/02/17 06:31,Standard Class
DEBIT,237.5,Shipping on time,Women's Apparel,Consumer,MI,48098,Golf,42.5804596,-83.15601349,Francia,2170,10/07/15 19:03,5,250,237.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/11/15 19:03,Standard Class
DEBIT,237.5,Late delivery,Women's Apparel,Consumer,TX,78664,Golf,30.47071457,-97.64977264,Francia,6948,10/21/2015 17:59,5,250,237.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/26/2015 17:59,Standard Class
DEBIT,188.9499969,Late delivery,Shop By Sport,Consumer,TX,75150,Golf,32.80532837,-96.62866211,Rusia,2497,12/19/2016 1:05,5,199.9499969,188.9499969,Eastern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,12/25/2016 1:05,Standard Class
DEBIT,236.25,Late delivery,Women's Apparel,Consumer,OH,44120,Golf,41.47653961,-81.72341919,Reino Unido,10118,7/30/2017 11:07,5,250,236.25,Northern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,08/05/17 11:07,Standard Class
DEBIT,236.25,Advance shipping,Women's Apparel,Consumer,OK,74012,Golf,35.8944664,-97.57640839,Reino Unido,137,07/01/15 14:38,5,250,236.25,Northern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,07/04/15 14:38,Standard Class
DEBIT,188.9499969,Shipping on time,Shop By Sport,Consumer,CA,95035,Golf,37.44713593,-121.9091797,España,2716,7/31/2017 0:26,5,199.9499969,188.9499969,Southern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,08/04/17 00:26,Standard Class
DEBIT,188.9499969,Late delivery,Shop By Sport,Consumer,TN,38118,Golf,35.06880951,-89.9284668,España,3226,07/06/17 12:12,5,199.9499969,188.9499969,Southern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,07/11/17 12:12,Standard Class
DEBIT,188.9499969,Shipping on time,Shop By Sport,Consumer,CA,93063,Golf,34.26791382,-118.6712112,Alemania,4794,06/05/15 13:37,5,199.9499969,188.9499969,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,06/09/15 13:37,Standard Class
DEBIT,236.25,Advance shipping,Women's Apparel,Consumer,IL,60148,Golf,34.06631851,-117.8853378,Francia,173,6/26/2017 9:25,5,250,236.25,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,6/28/2017 9:25,Standard Class
DEBIT,236.25,Advance shipping,Women's Apparel,Consumer,NY,11220,Golf,40.6416893,-74.01692963,Alemania,10869,9/19/2015 9:16,5,250,236.25,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/22/2015 9:16,Standard Class
DEBIT,236.25,Shipping on time,Women's Apparel,Consumer,NY,14580,Golf,42.36322784,-79.48626709,Alemania,2495,9/14/2015 8:45,5,250,236.25,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/18/2015 8:45,Standard Class
DEBIT,236.25,Late delivery,Women's Apparel,Consumer,PA,17331,Golf,39.79706574,-77.03726959,Austria,9008,10/18/2015 7:39,5,250,236.25,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/23/2015 7:39,Standard Class
DEBIT,236.25,Late delivery,Women's Apparel,Consumer,TX,78664,Golf,30.47071457,-97.64977264,Francia,6948,10/21/2015 17:59,5,250,236.25,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/26/2015 17:59,Standard Class
DEBIT,185.9499969,Late delivery,Shop By Sport,Consumer,RI,2860,Golf,41.8719368,-71.38621521,Suecia,4064,8/17/2015 15:26,5,199.9499969,185.9499969,Northern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8/22/2015 15:26,Standard Class
DEBIT,232.5,Shipping on time,Women's Apparel,Consumer,TN,38128,Golf,35.19882584,-89.90473938,Italia,3788,8/23/2015 18:14,5,250,232.5,Southern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,8/27/2015 18:14,Standard Class
DEBIT,185.9499969,Late delivery,Shop By Sport,Consumer,WA,98052,Golf,47.67197037,-122.133667,Francia,10560,06/04/15 22:12,5,199.9499969,185.9499969,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,06/09/15 22:12,Standard Class
DEBIT,232.5,Shipping on time,Women's Apparel,Consumer,CA,90630,Golf,33.89184952,-117.8898926,Países Bajos,2387,8/22/2017 13:42,5,250,232.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,8/26/2017 13:42,Standard Class
DEBIT,232.5,Advance shipping,Women's Apparel,Consumer,NY,10029,Golf,40.6487999,-73.94863892,Francia,336,10/21/2015 13:46,5,250,232.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/24/2015 13:46,Standard Class
DEBIT,232.5,Shipping on time,Women's Apparel,Consumer,NY,14580,Golf,42.36322784,-79.48626709,Alemania,2495,9/14/2015 8:45,5,250,232.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/18/2015 8:45,Standard Class
DEBIT,232.5,Late delivery,Women's Apparel,Consumer,OH,45840,Golf,41.03451538,-83.65354919,Francia,6936,08/06/15 15:17,5,250,232.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,08/12/15 15:17,Standard Class
DEBIT,227.5,Advance shipping,Women's Apparel,Consumer,CA,90066,Golf,34.0015831,-118.4321518,Ucrania,5326,10/02/16 23:58,5,250,227.5,Eastern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/05/16 23:58,Standard Class
DEBIT,227.5,Shipping on time,Women's Apparel,Consumer,NY,11218,Golf,40.64059448,-73.97518921,Rusia,7924,9/16/2016 12:26,5,250,227.5,Eastern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/20/2016 12:26,Standard Class
DEBIT,181.9499969,Late delivery,Girls' Apparel,Consumer,RI,2860,Golf,41.8719368,-71.38621521,Suecia,4064,8/17/2015 15:26,5,199.9499969,181.9499969,Northern Europe,COMPLETE,572,TYR Boys' Team Digi Jammer,39.99000168,8/22/2015 15:26,Standard Class
DEBIT,225,Advance shipping,Women's Apparel,Consumer,OR,97701,Golf,44.07599258,-120.9686584,Polonia,5839,9/30/2016 22:55,5,250,225,Eastern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/03/16 22:55,Standard Class
DEBIT,179.9600067,Advance shipping,Shop By Sport,Consumer,CA,90631,Golf,33.93183518,-117.9316559,Irlanda,6366,8/29/2015 8:25,5,199.9499969,179.9600067,Northern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8/31/2015 8:25,Standard Class
DEBIT,179.9600067,Advance shipping,Shop By Sport,Consumer,OR,97321,Golf,44.65587616,-123.1170349,Dinamarca,7052,6/29/2015 9:44,5,199.9499969,179.9600067,Northern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,07/01/15 09:44,Standard Class
DEBIT,225,Late delivery,Women's Apparel,Consumer,CA,92105,Golf,32.74953461,-117.1046524,Croacia,6776,12/07/16 22:50,5,250,225,Southern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,12/13/2016 22:50,Standard Class
DEBIT,225,Late delivery,Women's Apparel,Consumer,CA,91790,Golf,34.06787491,-117.9273758,Alemania,10385,7/16/2015 17:56,5,250,225,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/21/2015 17:56,Standard Class
DEBIT,225,Late delivery,Women's Apparel,Consumer,NJ,7305,Golf,40.70602036,-74.08685303,Francia,4648,9/22/2015 18:53,5,250,225,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/28/2015 18:53,Standard Class
DEBIT,175.9600067,Late delivery,Shop By Sport,Consumer,CA,92653,Golf,33.61217499,-117.7096787,Dinamarca,7288,09/08/17 21:13,5,199.9499969,175.9600067,Northern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,9/13/2017 21:13,Standard Class
DEBIT,220,Advance shipping,Women's Apparel,Consumer,MD,21228,Golf,39.27961731,-76.71038055,Reino Unido,3420,08/07/17 03:45,5,250,220,Northern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,08/10/17 03:45,Standard Class
DEBIT,220,Advance shipping,Women's Apparel,Consumer,NY,14215,Golf,42.94129181,-78.80055237,Reino Unido,5048,09/01/15 12:05,5,250,220,Northern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,09/04/15 12:05,Standard Class
DEBIT,220,Late delivery,Women's Apparel,Consumer,CA,92105,Golf,32.74953461,-117.1046524,Croacia,6776,12/07/16 22:50,5,250,220,Southern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,12/13/2016 22:50,Standard Class
DEBIT,175.9600067,Advance shipping,Shop By Sport,Consumer,CA,90057,Golf,34.06108093,-118.2774735,Alemania,8638,7/22/2017 11:07,5,199.9499969,175.9600067,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,7/25/2017 11:07,Standard Class
DEBIT,175.9600067,Advance shipping,Shop By Sport,Consumer,OR,97223,Golf,45.44815064,-122.7694931,Francia,11658,10/06/15 04:09,5,199.9499969,175.9600067,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,10/09/15 04:09,Standard Class
DEBIT,175.9600067,Advance shipping,Shop By Sport,Consumer,PA,19134,Golf,39.98654556,-75.1084671,Francia,10129,06/04/15 12:23,5,199.9499969,175.9600067,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,06/06/15 12:23,Standard Class
DEBIT,220,Late delivery,Women's Apparel,Consumer,CA,91402,Golf,35.40668869,-118.8953018,Países Bajos,4164,07/06/17 22:42,5,250,220,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,07/11/17 22:42,Standard Class
DEBIT,220,Shipping on time,Women's Apparel,Consumer,PA,17331,Golf,39.79224014,-76.73596191,Alemania,7783,10/02/15 23:26,5,250,220,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/06/15 23:26,Standard Class
DEBIT,217.5,Shipping on time,Women's Apparel,Consumer,CA,91744,Golf,34.02830887,-117.9406891,Rusia,4896,10/15/2016 8:22,5,250,217.5,Eastern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/19/2016 8:22,Standard Class
DEBIT,217.5,Late delivery,Women's Apparel,Consumer,CA,92105,Golf,32.74953461,-117.1046524,Croacia,6776,12/07/16 22:50,5,250,217.5,Southern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,12/13/2016 22:50,Standard Class
DEBIT,217.5,Late delivery,Women's Apparel,Consumer,MD,21215,Golf,39.36317062,-76.70053101,Italia,7945,6/26/2017 0:18,5,250,217.5,Southern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,07/02/17 00:18,Standard Class
DEBIT,173.9600067,Late delivery,Shop By Sport,Consumer,MD,20783,Golf,38.98765183,-76.98097229,Francia,3046,6/28/2015 14:06,5,199.9499969,173.9600067,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,07/04/15 14:06,Standard Class
DEBIT,217.5,Advance shipping,Women's Apparel,Consumer,CA,91801,Golf,34.10591126,-118.1196442,Francia,1622,08/10/15 21:35,5,250,217.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,8/13/2015 21:35,Standard Class
DEBIT,217.5,Advance shipping,Women's Apparel,Consumer,OR,97470,Golf,43.29366684,-123.3505096,Francia,7567,07/10/15 17:36,5,250,217.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/13/2015 17:36,Standard Class
DEBIT,212.5,Late delivery,Women's Apparel,Consumer,NJ,7087,Golf,40.7615242,-74.03826904,Reino Unido,12066,06/08/15 14:08,5,250,212.5,Northern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,6/14/2015 14:08,Standard Class
DEBIT,169.9600067,Advance shipping,Shop By Sport,Consumer,MD,21224,Golf,39.29225159,-76.57032776,Alemania,7554,9/17/2017 21:23,5,199.9499969,169.9600067,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,9/19/2017 21:23,Standard Class
DEBIT,212.5,Advance shipping,Women's Apparel,Consumer,MA,2740,Golf,41.6280365,-70.92701721,Alemania,7390,10/16/2015 18:09,5,250,212.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/19/2015 18:09,Standard Class
DEBIT,167.9600067,Advance shipping,Shop By Sport,Consumer,OH,45140,Golf,39.2714386,-84.27872467,Italia,9381,08/07/15 14:45,5,199.9499969,167.9600067,Southern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,08/10/15 14:45,Standard Class
DEBIT,210,Advance shipping,Women's Apparel,Consumer,MI,48224,Golf,42.41482544,-82.9394455,Italia,9154,9/22/2017 8:14,5,250,210,Southern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/24/2017 8:14,Standard Class
DEBIT,294,Late delivery,Girls' Apparel,Consumer,CA,92024,Golf,33.04647064,-117.2896729,Alemania,9910,8/27/2015 22:26,5,350,294,Western Europe,COMPLETE,565,adidas Youth Germany Black/Red Away Match Soc,70,09/01/15 22:26,Standard Class
DEBIT,167.9600067,Late delivery,Shop By Sport,Consumer,NY,10011,Golf,40.73928452,-73.99893189,Francia,5606,10/11/15 00:28,5,199.9499969,167.9600067,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,10/16/2015 0:28,Standard Class
DEBIT,210,Late delivery,Women's Apparel,Consumer,AZ,85204,Golf,33.41001129,-111.7717972,Francia,4323,06/07/15 16:46,5,250,210,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,06/12/15 16:46,Standard Class
DEBIT,210,Advance shipping,Women's Apparel,Consumer,CA,92057,Golf,33.22548676,-117.3070679,Alemania,12000,8/15/2017 11:05,5,250,210,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,8/17/2017 11:05,Standard Class
DEBIT,210,Late delivery,Women's Apparel,Consumer,NC,27203,Golf,35.70111466,-79.82025147,Francia,5360,09/11/15 23:38,5,250,210,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/17/2015 23:38,Standard Class
DEBIT,207.5,Late delivery,Women's Apparel,Consumer,CA,95670,Golf,38.61177445,-121.2828674,Rumania,2037,9/29/2016 11:11,5,250,207.5,Eastern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/05/16 11:11,Standard Class
DEBIT,165.9600067,Late delivery,Shop By Sport,Consumer,TX,79912,Golf,31.84699822,-106.5490112,Reino Unido,10116,10/19/2015 18:41,5,199.9499969,165.9600067,Northern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,10/24/2015 18:41,Standard Class
DEBIT,165.9600067,Shipping on time,Shop By Sport,Consumer,CA,92115,Golf,32.75856018,-117.0881882,España,1445,8/28/2015 1:35,5,199.9499969,165.9600067,Southern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,09/01/15 01:35,Standard Class
DEBIT,207.5,Late delivery,Women's Apparel,Consumer,FL,33064,Golf,26.28325081,-80.09656525,Italia,8488,7/22/2017 18:50,5,250,207.5,Southern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/27/2017 18:50,Standard Class
DEBIT,165.9600067,Late delivery,Shop By Sport,Consumer,CA,92504,Golf,33.93642426,-117.4205856,Francia,2269,08/10/17 11:16,5,199.9499969,165.9600067,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8/15/2017 11:16,Standard Class
DEBIT,165.9600067,Shipping on time,Shop By Sport,Consumer,OH,43230,Golf,40.0230751,-82.8732605,Francia,10043,8/14/2015 8:16,5,199.9499969,165.9600067,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8/18/2015 8:16,Standard Class
DEBIT,207.5,Shipping on time,Women's Apparel,Consumer,CA,92057,Golf,33.21175385,-117.2767715,Francia,8340,06/01/15 01:00,5,250,207.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,06/05/15 01:00,Standard Class
DEBIT,207.5,Shipping on time,Women's Apparel,Consumer,IL,60622,Golf,41.89480591,-87.7651825,Alemania,2786,7/15/2015 18:49,5,250,207.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/19/2015 18:49,Standard Class
DEBIT,207.5,Shipping on time,Women's Apparel,Consumer,NY,11207,Golf,40.66577148,-73.89246368,Países Bajos,6295,07/12/15 20:45,5,250,207.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/16/2015 20:45,Standard Class
DEBIT,163.9600067,Advance shipping,Shop By Sport,Consumer,NC,27514,Golf,35.98715591,-79.06994629,Finlandia,3340,09/11/15 09:58,5,199.9499969,163.9600067,Northern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,9/13/2015 9:58,Standard Class
DEBIT,205,Late delivery,Women's Apparel,Consumer,CA,92407,Golf,34.16956329,-117.3050308,Reino Unido,3749,9/16/2015 17:09,5,250,205,Northern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/21/2015 17:09,Standard Class
DEBIT,205,Late delivery,Women's Apparel,Consumer,NC,27502,Golf,35.81904221,-78.96494293,Noruega,10079,10/05/15 18:42,5,250,205,Northern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/11/15 18:42,Standard Class
DEBIT,163.9600067,Advance shipping,Shop By Sport,Consumer,CA,94110,Golf,37.75743866,-122.4193726,Italia,4174,06/08/15 23:36,5,199.9499969,163.9600067,Southern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,06/11/15 23:36,Standard Class
DEBIT,287,Late delivery,Girls' Apparel,Consumer,VA,23464,Golf,36.80849838,-76.20897675,Francia,6056,6/16/2015 14:28,5,350,287,Western Europe,COMPLETE,565,adidas Youth Germany Black/Red Away Match Soc,70,6/21/2015 14:28,Standard Class
DEBIT,163.9600067,Late delivery,Shop By Sport,Consumer,CA,93304,Golf,35.36254501,-119.0186996,Alemania,11212,08/09/17 14:36,5,199.9499969,163.9600067,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8/15/2017 14:36,Standard Class
DEBIT,163.9600067,Shipping on time,Shop By Sport,Consumer,CA,92346,Golf,34.13581085,-117.1929703,Alemania,7216,8/13/2015 20:00,5,199.9499969,163.9600067,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8/17/2015 20:00,Standard Class
DEBIT,205,Shipping on time,Women's Apparel,Consumer,CA,91733,Golf,34.0472908,-118.0503235,Francia,6064,09/07/17 11:35,5,250,205,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,09/11/17 11:35,Standard Class
DEBIT,205,Late delivery,Women's Apparel,Consumer,CA,91306,Golf,34.2168045,-118.5710373,Francia,12235,8/21/2015 12:17,5,250,205,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,8/26/2015 12:17,Standard Class
DEBIT,205,Advance shipping,Women's Apparel,Consumer,CO,80231,Golf,39.65523911,-104.8748703,Francia,12072,8/21/2017 1:58,5,250,205,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,8/23/2017 1:58,Standard Class
DEBIT,205,Advance shipping,Women's Apparel,Consumer,NC,27203,Golf,35.70111466,-79.82025147,Francia,3932,6/28/2017 5:33,5,250,205,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,07/01/17 05:33,Standard Class
DEBIT,205,Advance shipping,Women's Apparel,Consumer,NY,10314,Golf,40.58441544,-74.15991974,Alemania,1555,10/24/2015 4:29,5,250,205,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/26/2015 4:29,Standard Class
DEBIT,200,Late delivery,Women's Apparel,Consumer,NV,89103,Golf,36.11117935,-115.2110291,Rusia,8294,10/05/16 12:14,5,250,200,Eastern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/10/16 12:14,Standard Class
DEBIT,200,Late delivery,Women's Apparel,Consumer,CA,92407,Golf,34.16956329,-117.3050308,Reino Unido,3749,9/16/2015 17:09,5,250,200,Northern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/21/2015 17:09,Standard Class
DEBIT,200,Late delivery,Women's Apparel,Consumer,NC,27502,Golf,35.81904221,-78.96494293,Noruega,10079,10/05/15 18:42,5,250,200,Northern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/11/15 18:42,Standard Class
DEBIT,159.9600067,Advance shipping,Shop By Sport,Consumer,TX,79109,Golf,35.18754196,-101.8676224,Italia,8391,8/20/2015 10:42,5,199.9499969,159.9600067,Southern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8/22/2015 10:42,Standard Class
DEBIT,159.9600067,Late delivery,Shop By Sport,Consumer,IL,60453,Golf,41.7158165,-87.7405777,Francia,7518,09/03/15 22:57,5,199.9499969,159.9600067,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,09/09/15 22:57,Standard Class
DEBIT,159.9600067,Shipping on time,Shop By Sport,Consumer,TX,75061,Golf,32.82715988,-97.00611877,Francia,6143,7/28/2015 18:37,5,199.9499969,159.9600067,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,08/01/15 18:37,Standard Class
DEBIT,200,Advance shipping,Women's Apparel,Consumer,AZ,85033,Golf,33.50607681,-112.0525513,Suiza,874,07/12/15 07:47,5,250,200,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/14/2015 7:47,Standard Class
DEBIT,200,Late delivery,Women's Apparel,Consumer,CA,90046,Golf,34.09960938,-118.3507385,Francia,6947,7/29/2015 23:00,5,250,200,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,08/03/15 23:00,Standard Class
DEBIT,200,Advance shipping,Women's Apparel,Consumer,NY,11234,Golf,40.63061905,-73.92346191,Francia,7612,10/21/2015 1:10,5,250,200,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/23/2015 1:10,Standard Class
DEBIT,200,Late delivery,Women's Apparel,Consumer,NY,11203,Golf,40.65559006,-73.9330368,Alemania,2133,9/24/2015 12:56,5,250,200,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/30/2015 12:56,Standard Class
